23	-0.170000	-1.015000	 27.000000	-0.040000	-0.655000	 30.200000	-0.160000	-0.585000	 26.900000	 0.080000	-0.225000	 28.000000	 0.030000	-0.300000	 27.200000	-0.395000	-0.100000	 26.700000	-0.115000	-0.625000	 27.300000	-0.135000	 1.125000	 26.800000	-0.105000	-0.115000	 27.100000	 0.574400	-1.544700	-0.024600	 0.626200	-1.540700	-0.021800	 0.583200	-1.540600	-0.011100	4095	117
23	-0.105000	-1.030000	 27.000000	-0.005000	-0.645000	 30.200000	-0.105000	-0.585000	 26.900000	 0.070000	-0.190000	 27.900000	 0.030000	-0.220000	 27.300000	-0.385000	-0.080000	 26.800000	-0.115000	-0.515000	 27.300000	-0.110000	 1.075000	 26.700000	-0.140000	-0.120000	 27.100000	 0.574400	-1.544700	-0.024600	 0.626200	-1.540700	-0.021800	 0.583200	-1.540600	-0.011100	4095	118
23	-0.160000	-1.030000	 27.100000	-0.040000	-0.660000	 30.100000	-0.105000	-0.510000	 26.900000	 0.055000	-0.235000	 28.000000	 0.045000	-0.300000	 27.300000	-0.385000	-0.080000	 26.800000	-0.095000	-0.570000	 27.200000	-0.085000	 1.100000	 26.700000	-0.120000	-0.095000	 27.100000	 0.574400	-1.544700	-0.024600	 0.626200	-1.540700	-0.021800	 0.583200	-1.540600	-0.011100	4095	119
23	-0.170000	-1.025000	 27.100000	-0.035000	-0.685000	 30.100000	-0.090000	-0.540000	 26.800000	 0.065000	-0.215000	 28.100000	 0.035000	-0.235000	 27.200000	-0.385000	-0.075000	 26.900000	-0.090000	-0.600000	 27.100000	-0.085000	 1.110000	 26.700000	-0.130000	-0.120000	 27.000000	 0.573900	-1.544600	-0.024500	 0.626200	-1.540400	-0.021800	 0.583200	-1.540500	-0.010700	4095	120
23	-0.145000	-1.055000	 27.100000	-0.030000	-0.670000	 30.200000	-0.120000	-0.555000	 26.800000	 0.095000	-0.185000	 28.100000	 0.025000	-0.325000	 27.300000	-0.370000	-0.075000	 26.800000	-0.090000	-0.535000	 27.100000	-0.100000	 1.100000	 26.800000	-0.105000	-0.100000	 27.100000	 0.573900	-1.544600	-0.024500	 0.626200	-1.540400	-0.021800	 0.583200	-1.540500	-0.010700	4095	121
23	-0.115000	-1.010000	 27.100000	-0.020000	-0.625000	 30.300000	-0.105000	-0.515000	 26.700000	 0.100000	-0.200000	 27.900000	 0.075000	-0.265000	 27.100000	-0.370000	-0.085000	 26.800000	-0.075000	-0.585000	 27.300000	-0.125000	 1.105000	 26.700000	-0.100000	-0.095000	 27.000000	 0.573900	-1.544600	-0.024500	 0.626200	-1.540400	-0.021800	 0.583200	-1.540500	-0.010700	4095	122
23	-0.140000	-1.025000	 27.300000	-0.030000	-0.715000	 30.300000	-0.140000	-0.570000	 26.700000	 0.070000	-0.180000	 27.900000	 0.035000	-0.300000	 27.100000	-0.420000	-0.105000	 26.700000	-0.110000	-0.550000	 27.300000	-0.130000	 1.085000	 26.700000	-0.145000	-0.115000	 26.900000	 0.573900	-1.544600	-0.024500	 0.626200	-1.540200	-0.021700	 0.583200	-1.540500	-0.010700	4095	123
23	-0.120000	-1.065000	 27.100000	 0.000000	-0.640000	 30.300000	-0.095000	-0.585000	 26.700000	 0.125000	-0.245000	 27.900000	 0.045000	-0.315000	 27.100000	-0.345000	-0.060000	 26.700000	-0.075000	-0.560000	 27.200000	-0.140000	 1.080000	 26.700000	-0.120000	-0.095000	 26.900000	 0.573700	-1.544600	-0.024000	 0.626200	-1.540200	-0.021700	 0.582800	-1.540600	-0.010700	4095	124
23	-0.130000	-1.050000	 27.200000	-0.020000	-0.700000	 30.200000	-0.155000	-0.485000	 26.900000	 0.060000	-0.215000	 27.900000	-0.010000	-0.285000	 27.100000	-0.400000	-0.105000	 26.800000	-0.090000	-0.655000	 27.200000	-0.115000	 1.110000	 26.700000	-0.140000	-0.105000	 26.900000	 0.573700	-1.544600	-0.024000	 0.626200	-1.540200	-0.021700	 0.582800	-1.540600	-0.010700	4095	125
23	-0.130000	-1.005000	 27.000000	-0.035000	-0.630000	 30.200000	-0.115000	-0.625000	 26.900000	 0.070000	-0.195000	 27.900000	 0.035000	-0.335000	 27.300000	-0.370000	-0.070000	 26.900000	-0.050000	-0.505000	 27.200000	-0.085000	 1.095000	 26.800000	-0.110000	-0.095000	 27.000000	 0.573700	-1.544600	-0.024000	 0.626300	-1.540100	-0.021300	 0.582800	-1.540600	-0.010700	4095	126
