20	 20.200000	 19.665000	 1.295000	 0.180000	 0.560000	 1.250000	 20.375000	 18.580000	 1.250000	 20.315000	 18.715000	 1.260000	 0.205000	 18.650000	 1.235000	 0.325000	 1.770000	 1.275000	 20.400000	 19.840000	 1.325000	 0.270000	 1.760000	 1.320000	4095	000
20	 20.235000	 19.595000	 1.290000	 0.135000	 0.505000	 1.245000	 20.360000	 18.560000	 1.260000	 20.335000	 18.700000	 1.260000	 0.195000	 18.585000	 1.235000	 0.330000	 1.730000	 1.265000	 20.430000	 19.775000	 1.325000	 0.270000	 1.695000	 1.315000	4095	001
20	 20.200000	 19.640000	 1.285000	 0.160000	 0.550000	 1.245000	 20.350000	 18.590000	 1.255000	 20.290000	 18.685000	 1.265000	 0.210000	 18.665000	 1.235000	 0.315000	 1.780000	 1.270000	 20.390000	 19.785000	 1.335000	 0.245000	 1.735000	 1.315000	4095	002
20	 20.240000	 19.610000	 1.285000	 0.110000	 0.565000	 1.250000	 20.395000	 18.550000	 1.260000	 20.350000	 18.725000	 1.260000	 0.180000	 18.605000	 1.235000	 0.295000	 1.770000	 1.265000	 20.410000	 19.785000	 1.335000	 0.290000	 1.775000	 1.315000	4095	003
20	 20.205000	 19.600000	 1.285000	 0.155000	 0.535000	 1.250000	 20.375000	 18.555000	 1.250000	 20.345000	 18.700000	 1.265000	 0.180000	 18.595000	 1.235000	 0.325000	 1.745000	 1.275000	 20.420000	 19.785000	 1.325000	 0.275000	 1.745000	 1.315000	4095	004
20	 20.295000	 19.620000	 1.285000	 0.125000	 0.565000	 1.245000	 20.360000	 18.590000	 1.245000	 20.315000	 18.700000	 1.260000	 0.190000	 18.650000	 1.235000	 0.315000	 1.765000	 1.275000	 20.410000	 19.800000	 1.325000	 0.255000	 1.705000	 1.315000	4095	006
20	 20.215000	 19.565000	 1.290000	 0.145000	 0.575000	 1.245000	 20.355000	 18.520000	 1.245000	 20.255000	 18.710000	 1.260000	 0.170000	 18.590000	 1.235000	 0.300000	 1.730000	 1.270000	 20.370000	 19.745000	 1.325000	 0.250000	 1.690000	 1.305000	4095	008
20	 20.200000	 19.630000	 1.290000	 0.160000	 0.580000	 1.245000	 20.365000	 18.610000	 1.250000	 20.325000	 18.690000	 1.260000	 0.195000	 18.625000	 1.235000	 0.340000	 1.810000	 1.270000	 20.405000	 19.835000	 1.325000	 0.275000	 1.745000	 1.315000	4095	010
20	 20.230000	 19.570000	 1.285000	 0.115000	 0.525000	 1.250000	 20.335000	 18.600000	 1.255000	 20.315000	 18.720000	 1.265000	 0.175000	 18.635000	 1.240000	 0.345000	 1.740000	 1.265000	 20.405000	 19.790000	 1.325000	 0.245000	 1.725000	 1.320000	4095	012
20	 20.220000	 19.655000	 1.285000	 0.130000	 0.525000	 1.250000	 20.340000	 18.540000	 1.255000	 20.295000	 18.670000	 1.265000	 0.190000	 18.590000	 1.245000	 0.315000	 1.725000	 1.265000	 20.405000	 19.825000	 1.335000	 0.250000	 1.710000	 1.320000	4095	014
20	 20.220000	 19.620000	 1.285000	 0.105000	 0.570000	 1.250000	 20.370000	 18.555000	 1.255000	 20.340000	 18.685000	 1.265000	 0.195000	 18.615000	 1.245000	 0.335000	 1.750000	 1.275000	 20.380000	 19.795000	 1.330000	 0.310000	 1.705000	 1.315000	4095	016
20	 20.240000	 19.635000	 1.290000	 0.165000	 0.565000	 1.250000	 20.355000	 18.550000	 1.255000	 20.320000	 18.630000	 1.265000	 0.190000	 18.625000	 1.240000	 0.300000	 1.750000	 1.265000	 20.405000	 19.850000	 1.325000	 0.225000	 1.720000	 1.320000	4095	018
